item_id,generator,model,task,domain,concept_id,concept,output,text,content_json,model_file
GPT_B_C11,OpenAI GPT,OpenAI GPT,B,Chemistry,C11,化学键,"{""id"":""C11"",""concept"":""化学键"",""title"":""原子牵手"",""scene"":""模型课上，老师用小球演示原子靠电子作用连在一起。"",""tags"":[""化学键"",""原子"",""电子""],""warning"":""化学键不是实体小棍。""}","{""id"":""C11"",""concept"":""化学键"",""title"":""原子牵手"",""scene"":""模型课上，老师用小球演示原子靠电子作用连在一起。"",""tags"":[""化学键"",""原子"",""电子""],""warning"":""化学键不是实体小棍。""}","{""id"":""C11"",""concept"":""化学键"",""title"":""原子牵手"",""scene"":""模型课上，老师用小球演示原子靠电子作用连在一起。"",""tags"":[""化学键"",""原子"",""电子""],""warning"":""化学键不是实体小棍。""}",GPT.txt
GPT_B_C12,OpenAI GPT,OpenAI GPT,B,Chemistry,C12,溶液浓度与稀释,"{""id"":""C12"",""concept"":""溶液浓度与稀释"",""title"":""果汁加水"",""scene"":""小凡给果汁加水，味道变淡，但杯中糖并没凭空减少。"",""tags"":[""浓度"",""稀释"",""溶质""],""warning"":""加水不等于溶质变少。""}","{""id"":""C12"",""concept"":""溶液浓度与稀释"",""title"":""果汁加水"",""scene"":""小凡给果汁加水，味道变淡，但杯中糖并没凭空减少。"",""tags"":[""浓度"",""稀释"",""溶质""],""warning"":""加水不等于溶质变少。""}","{""id"":""C12"",""concept"":""溶液浓度与稀释"",""title"":""果汁加水"",""scene"":""小凡给果汁加水，味道变淡，但杯中糖并没凭空减少。"",""tags"":[""浓度"",""稀释"",""溶质""],""warning"":""加水不等于溶质变少。""}",GPT.txt
GPT_B_C13,OpenAI GPT,OpenAI GPT,B,Biology,C13,自然选择,"{""id"":""C13"",""concept"":""自然选择"",""title"":""深色飞蛾"",""scene"":""树林变暗后，深色飞蛾更难被鸟发现，留下更多后代。"",""tags"":[""选择"",""适应"",""繁殖""],""warning"":""生物不是想变强就变强。""}","{""id"":""C13"",""concept"":""自然选择"",""title"":""深色飞蛾"",""scene"":""树林变暗后，深色飞蛾更难被鸟发现，留下更多后代。"",""tags"":[""选择"",""适应"",""繁殖""],""warning"":""生物不是想变强就变强。""}","{""id"":""C13"",""concept"":""自然选择"",""title"":""深色飞蛾"",""scene"":""树林变暗后，深色飞蛾更难被鸟发现，留下更多后代。"",""tags"":[""选择"",""适应"",""繁殖""],""warning"":""生物不是想变强就变强。""}",GPT.txt
GPT_B_C14,OpenAI GPT,OpenAI GPT,B,Biology,C14,进化没有预设目标,"{""id"":""C14"",""concept"":""进化没有预设目标"",""title"":""盲路前行"",""scene"":""博物馆里，小周看化石展，发现进化没有固定终点。"",""tags"":[""进化"",""目标"",""环境""],""warning"":""进化不等于越来越高级。""}","{""id"":""C14"",""concept"":""进化没有预设目标"",""title"":""盲路前行"",""scene"":""博物馆里，小周看化石展，发现进化没有固定终点。"",""tags"":[""进化"",""目标"",""环境""],""warning"":""进化不等于越来越高级。""}","{""id"":""C14"",""concept"":""进化没有预设目标"",""title"":""盲路前行"",""scene"":""博物馆里，小周看化石展，发现进化没有固定终点。"",""tags"":[""进化"",""目标"",""环境""],""warning"":""进化不等于越来越高级。""}",GPT.txt
GPT_B_C15,OpenAI GPT,OpenAI GPT,B,Biology,C15,随机变异与非随机选择,"{""id"":""C15"",""concept"":""随机变异与非随机选择"",""title"":""甲虫颜色"",""scene"":""草地上，甲虫颜色随机不同，鸟更容易吃掉显眼的个体。"",""tags"":[""变异"",""选择"",""随机""],""warning"":""变异不会按需要定制。""}","{""id"":""C15"",""concept"":""随机变异与非随机选择"",""title"":""甲虫颜色"",""scene"":""草地上，甲虫颜色随机不同，鸟更容易吃掉显眼的个体。"",""tags"":[""变异"",""选择"",""随机""],""warning"":""变异不会按需要定制。""}","{""id"":""C15"",""concept"":""随机变异与非随机选择"",""title"":""甲虫颜色"",""scene"":""草地上，甲虫颜色随机不同，鸟更容易吃掉显眼的个体。"",""tags"":[""变异"",""选择"",""随机""],""warning"":""变异不会按需要定制。""}",GPT.txt
GPT_B_C16,OpenAI GPT,OpenAI GPT,B,Biology,C16,遗传信息与性状,"{""id"":""C16"",""concept"":""遗传信息与性状"",""title"":""同苗不同高"",""scene"":""花盆里两株同种幼苗，因阳光不同长得高矮不一。"",""tags"":[""遗传"",""性状"",""环境""],""warning"":""基因不单独决定一切。""}","{""id"":""C16"",""concept"":""遗传信息与性状"",""title"":""同苗不同高"",""scene"":""花盆里两株同种幼苗，因阳光不同长得高矮不一。"",""tags"":[""遗传"",""性状"",""环境""],""warning"":""基因不单独决定一切。""}","{""id"":""C16"",""concept"":""遗传信息与性状"",""title"":""同苗不同高"",""scene"":""花盆里两株同种幼苗，因阳光不同长得高矮不一。"",""tags"":[""遗传"",""性状"",""环境""],""warning"":""基因不单独决定一切。""}",GPT.txt
GPT_B_C17,OpenAI GPT,OpenAI GPT,B,Biology,C17,能量流动与物质循环,"{""id"":""C17"",""concept"":""能量流动与物质循环"",""title"":""森林午餐"",""scene"":""森林里，草被兔吃、兔被鹰吃，能量逐级流动。"",""tags"":[""能量"",""物质"",""生态""],""warning"":""能量不会像物质那样循环。""}","{""id"":""C17"",""concept"":""能量流动与物质循环"",""title"":""森林午餐"",""scene"":""森林里，草被兔吃、兔被鹰吃，能量逐级流动。"",""tags"":[""能量"",""物质"",""生态""],""warning"":""能量不会像物质那样循环。""}","{""id"":""C17"",""concept"":""能量流动与物质循环"",""title"":""森林午餐"",""scene"":""森林里，草被兔吃、兔被鹰吃，能量逐级流动。"",""tags"":[""能量"",""物质"",""生态""],""warning"":""能量不会像物质那样循环。""}",GPT.txt
GPT_B_C18,OpenAI GPT,OpenAI GPT,B,Biology,C18,光合作用与细胞呼吸,"{""id"":""C18"",""concept"":""光合作用与细胞呼吸"",""title"":""夜里的植物"",""scene"":""夜晚教室窗边，绿萝不见阳光，细胞仍在呼吸取能量。"",""tags"":[""光合"",""呼吸"",""植物""],""warning"":""植物不只进行光合作用。""}","{""id"":""C18"",""concept"":""光合作用与细胞呼吸"",""title"":""夜里的植物"",""scene"":""夜晚教室窗边，绿萝不见阳光，细胞仍在呼吸取能量。"",""tags"":[""光合"",""呼吸"",""植物""],""warning"":""植物不只进行光合作用。""}","{""id"":""C18"",""concept"":""光合作用与细胞呼吸"",""title"":""夜里的植物"",""scene"":""夜晚教室窗边，绿萝不见阳光，细胞仍在呼吸取能量。"",""tags"":[""光合"",""呼吸"",""植物""],""warning"":""植物不只进行光合作用。""}",GPT.txt
GPT_B_C19,OpenAI GPT,OpenAI GPT,B,Geoscience,C19,板块构造,"{""id"":""C19"",""concept"":""板块构造"",""title"":""拼图地球"",""scene"":""地理课上，老师把大陆像拼图一样演示板块缓慢移动。"",""tags"":[""板块"",""地壳"",""移动""],""warning"":""大陆并非永远固定不动。""}","{""id"":""C19"",""concept"":""板块构造"",""title"":""拼图地球"",""scene"":""地理课上，老师把大陆像拼图一样演示板块缓慢移动。"",""tags"":[""板块"",""地壳"",""移动""],""warning"":""大陆并非永远固定不动。""}","{""id"":""C19"",""concept"":""板块构造"",""title"":""拼图地球"",""scene"":""地理课上，老师把大陆像拼图一样演示板块缓慢移动。"",""tags"":[""板块"",""地壳"",""移动""],""warning"":""大陆并非永远固定不动。""}",GPT.txt
GPT_B_C20,OpenAI GPT,OpenAI GPT,B,Geoscience,C20,地质时间,"{""id"":""C20"",""concept"":""地质时间"",""title"":""岩层日记"",""scene"":""峡谷边，小安看层层岩石，想象它们经历了漫长岁月。"",""tags"":[""地质"",""时间"",""岩层""],""warning"":""地貌常不是短期形成的。""}","{""id"":""C20"",""concept"":""地质时间"",""title"":""岩层日记"",""scene"":""峡谷边，小安看层层岩石，想象它们经历了漫长岁月。"",""tags"":[""地质"",""时间"",""岩层""],""warning"":""地貌常不是短期形成的。""}","{""id"":""C20"",""concept"":""地质时间"",""title"":""岩层日记"",""scene"":""峡谷边，小安看层层岩石，想象它们经历了漫长岁月。"",""tags"":[""地质"",""时间"",""岩层""],""warning"":""地貌常不是短期形成的。""}",GPT.txt
GPT_B_C21,OpenAI GPT,OpenAI GPT,B,Geoscience,C21,岩石循环,"{""id"":""C21"",""concept"":""岩石循环"",""title"":""石头旅行"",""scene"":""展馆里，小李看岩石样本，发现岩浆岩也能转成沉积岩。"",""tags"":[""岩石"",""循环"",""转化""],""warning"":""岩石类型不会永远不变。""}","{""id"":""C21"",""concept"":""岩石循环"",""title"":""石头旅行"",""scene"":""展馆里，小李看岩石样本，发现岩浆岩也能转成沉积岩。"",""tags"":[""岩石"",""循环"",""转化""],""warning"":""岩石类型不会永远不变。""}","{""id"":""C21"",""concept"":""岩石循环"",""title"":""石头旅行"",""scene"":""展馆里，小李看岩石样本，发现岩浆岩也能转成沉积岩。"",""tags"":[""岩石"",""循环"",""转化""],""warning"":""岩石类型不会永远不变。""}",GPT.txt
GPT_B_C22,OpenAI GPT,OpenAI GPT,B,Geoscience,C22,地震成因,"{""id"":""C22"",""concept"":""地震成因"",""title"":""断层一瞬"",""scene"":""地震馆中，小吴看到断层模型突然错动并释放能量。"",""tags"":[""地震"",""断层"",""能量""],""warning"":""地震多不是地下爆炸。""}","{""id"":""C22"",""concept"":""地震成因"",""title"":""断层一瞬"",""scene"":""地震馆中，小吴看到断层模型突然错动并释放能量。"",""tags"":[""地震"",""断层"",""能量""],""warning"":""地震多不是地下爆炸。""}","{""id"":""C22"",""concept"":""地震成因"",""title"":""断层一瞬"",""scene"":""地震馆中，小吴看到断层模型突然错动并释放能量。"",""tags"":[""地震"",""断层"",""能量""],""warning"":""地震多不是地下爆炸。""}",GPT.txt
GPT_B_C23,OpenAI GPT,OpenAI GPT,B,Geoscience,C23,火山与板块边界,"{""id"":""C23"",""concept"":""火山与板块边界"",""title"":""火山地图"",""scene"":""地理社团里，晓晨在地图上发现火山多沿板块边界排列。"",""tags"":[""火山"",""板块"",""边界""],""warning"":""火山不是随机分布的。""}","{""id"":""C23"",""concept"":""火山与板块边界"",""title"":""火山地图"",""scene"":""地理社团里，晓晨在地图上发现火山多沿板块边界排列。"",""tags"":[""火山"",""板块"",""边界""],""warning"":""火山不是随机分布的。""}","{""id"":""C23"",""concept"":""火山与板块边界"",""title"":""火山地图"",""scene"":""地理社团里，晓晨在地图上发现火山多沿板块边界排列。"",""tags"":[""火山"",""板块"",""边界""],""warning"":""火山不是随机分布的。""}",GPT.txt
GPT_B_C24,OpenAI GPT,OpenAI GPT,B,Geoscience,C24,地球内部结构,"{""id"":""C24"",""concept"":""地球内部结构"",""title"":""地球切面"",""scene"":""科学馆里，立体地球模型展示地壳、地幔、外核和内核。"",""tags"":[""地壳"",""地幔"",""地核""],""warning"":""地下不全是熔岩。""}","{""id"":""C24"",""concept"":""地球内部结构"",""title"":""地球切面"",""scene"":""科学馆里，立体地球模型展示地壳、地幔、外核和内核。"",""tags"":[""地壳"",""地幔"",""地核""],""warning"":""地下不全是熔岩。""}","{""id"":""C24"",""concept"":""地球内部结构"",""title"":""地球切面"",""scene"":""科学馆里，立体地球模型展示地壳、地幔、外核和内核。"",""tags"":[""地壳"",""地幔"",""地核""],""warning"":""地下不全是熔岩。""}",GPT.txt
GPT_B_C25,OpenAI GPT,OpenAI GPT,B,Climate/Environment,C25,温室效应,"{""id"":""C25"",""concept"":""温室效应"",""title"":""保温毯子"",""scene"":""课堂实验中，透明罩让温度升高，老师解释温室效应。"",""tags"":[""温室"",""辐射"",""变暖""],""warning"":""温室效应不全是坏事。""}","{""id"":""C25"",""concept"":""温室效应"",""title"":""保温毯子"",""scene"":""课堂实验中，透明罩让温度升高，老师解释温室效应。"",""tags"":[""温室"",""辐射"",""变暖""],""warning"":""温室效应不全是坏事。""}","{""id"":""C25"",""concept"":""温室效应"",""title"":""保温毯子"",""scene"":""课堂实验中，透明罩让温度升高，老师解释温室效应。"",""tags"":[""温室"",""辐射"",""变暖""],""warning"":""温室效应不全是坏事。""}",GPT.txt
GPT_B_C26,OpenAI GPT,OpenAI GPT,B,Climate/Environment,C26,天气与气候,"{""id"":""C26"",""concept"":""天气与气候"",""title"":""冷日误会"",""scene"":""寒潮那天，小赵说不变暖了，老师让他看三十年气温。"",""tags"":[""天气"",""气候"",""长期""],""warning"":""一天冷不能否定变暖。""}","{""id"":""C26"",""concept"":""天气与气候"",""title"":""冷日误会"",""scene"":""寒潮那天，小赵说不变暖了，老师让他看三十年气温。"",""tags"":[""天气"",""气候"",""长期""],""warning"":""一天冷不能否定变暖。""}","{""id"":""C26"",""concept"":""天气与气候"",""title"":""冷日误会"",""scene"":""寒潮那天，小赵说不变暖了，老师让他看三十年气温。"",""tags"":[""天气"",""气候"",""长期""],""warning"":""一天冷不能否定变暖。""}",GPT.txt
GPT_B_C27,OpenAI GPT,OpenAI GPT,B,Climate/Environment,C27,全球变暖与气候变化,"{""id"":""C27"",""concept"":""全球变暖与气候变化"",""title"":""不只升温"",""scene"":""新闻课上，主持人讲热浪、暴雨和海平面上升同时增加。"",""tags"":[""变暖"",""气候"",""极端""],""warning"":""气候变化不只是变热。""}","{""id"":""C27"",""concept"":""全球变暖与气候变化"",""title"":""不只升温"",""scene"":""新闻课上，主持人讲热浪、暴雨和海平面上升同时增加。"",""tags"":[""变暖"",""气候"",""极端""],""warning"":""气候变化不只是变热。""}","{""id"":""C27"",""concept"":""全球变暖与气候变化"",""title"":""不只升温"",""scene"":""新闻课上，主持人讲热浪、暴雨和海平面上升同时增加。"",""tags"":[""变暖"",""气候"",""极端""],""warning"":""气候变化不只是变热。""}",GPT.txt
GPT_B_C28,OpenAI GPT,OpenAI GPT,B,Climate/Environment,C28,二氧化碳的气候作用,"{""id"":""C28"",""concept"":""二氧化碳的气候作用"",""title"":""看不见的被"",""scene"":""实验室里，小陈看红外实验，发现二氧化碳能吸收热辐射。"",""tags"":[""二氧化碳"",""红外"",""保温""],""warning"":""少量二氧化碳也有影响。""}","{""id"":""C28"",""concept"":""二氧化碳的气候作用"",""title"":""看不见的被"",""scene"":""实验室里，小陈看红外实验，发现二氧化碳能吸收热辐射。"",""tags"":[""二氧化碳"",""红外"",""保温""],""warning"":""少量二氧化碳也有影响。""}","{""id"":""C28"",""concept"":""二氧化碳的气候作用"",""title"":""看不见的被"",""scene"":""实验室里，小陈看红外实验，发现二氧化碳能吸收热辐射。"",""tags"":[""二氧化碳"",""红外"",""保温""],""warning"":""少量二氧化碳也有影响。""}",GPT.txt
GPT_B_C29,OpenAI GPT,OpenAI GPT,B,Climate/Environment,C29,海洋垃圾与塑料污染,"{""id"":""C29"",""concept"":""海洋垃圾与塑料污染"",""title"":""海边塑料"",""scene"":""海滩清理时，小海捡到旧瓶盖，想到它会碎成微塑料。"",""tags"":[""塑料"",""海洋"",""微塑料""],""warning"":""塑料不会很快消失。""}","{""id"":""C29"",""concept"":""海洋垃圾与塑料污染"",""title"":""海边塑料"",""scene"":""海滩清理时，小海捡到旧瓶盖，想到它会碎成微塑料。"",""tags"":[""塑料"",""海洋"",""微塑料""],""warning"":""塑料不会很快消失。""}","{""id"":""C29"",""concept"":""海洋垃圾与塑料污染"",""title"":""海边塑料"",""scene"":""海滩清理时，小海捡到旧瓶盖，想到它会碎成微塑料。"",""tags"":[""塑料"",""海洋"",""微塑料""],""warning"":""塑料不会很快消失。""}",GPT.txt
GPT_B_C30,OpenAI GPT,OpenAI GPT,B,Climate/Environment,C30,自然变率与人为影响,"{""id"":""C30"",""concept"":""自然变率与人为影响"",""title"":""曲线背后"",""scene"":""气候课上，老师展示温度曲线，区分自然波动和人为排放。"",""tags"":[""自然变率"",""人为"",""排放""],""warning"":""别把近代变暖全归因自然。""}","{""id"":""C30"",""concept"":""自然变率与人为影响"",""title"":""曲线背后"",""scene"":""气候课上，老师展示温度曲线，区分自然波动和人为排放。"",""tags"":[""自然变率"",""人为"",""排放""],""warning"":""别把近代变暖全归因自然。""}","{""id"":""C30"",""concept"":""自然变率与人为影响"",""title"":""曲线背后"",""scene"":""气候课上，老师展示温度曲线，区分自然波动和人为排放。"",""tags"":[""自然变率"",""人为"",""排放""],""warning"":""别把近代变暖全归因自然。""}",GPT.txt
GPT_C_C01,OpenAI GPT,OpenAI GPT,C,Physics,C01,惯性,"{""id"":""C01"",""concept"":""惯性"",""question"":""公交急刹时，人为什么会前倾？"",""options"":{""A"":""身体保持原运动"",""B"":""前方有吸力"",""C"":""司机推了乘客"",""D"":""重力突然变大""},""answer"":""A"",""explain"":""惯性使身体短时保持原来的运动状态。""}","{""id"":""C01"",""concept"":""惯性"",""question"":""公交急刹时，人为什么会前倾？"",""options"":{""A"":""身体保持原运动"",""B"":""前方有吸力"",""C"":""司机推了乘客"",""D"":""重力突然变大""},""answer"":""A"",""explain"":""惯性使身体短时保持原来的运动状态。""}","{""id"":""C01"",""concept"":""惯性"",""question"":""公交急刹时，人为什么会前倾？"",""options"":{""A"":""身体保持原运动"",""B"":""前方有吸力"",""C"":""司机推了乘客"",""D"":""重力突然变大""},""answer"":""A"",""explain"":""惯性使身体短时保持原来的运动状态。""}",GPT.txt
GPT_C_C02,OpenAI GPT,OpenAI GPT,C,Physics,C02,净力与加速度,"{""id"":""C02"",""concept"":""净力与加速度"",""question"":""小车受向前净力时，最直接会怎样？"",""options"":{""A"":""产生向前加速度"",""B"":""速度立刻最大"",""C"":""只因速度大受力"",""D"":""质量马上变大""},""answer"":""A"",""explain"":""净力决定加速度方向，不直接等于速度大小。""}","{""id"":""C02"",""concept"":""净力与加速度"",""question"":""小车受向前净力时，最直接会怎样？"",""options"":{""A"":""产生向前加速度"",""B"":""速度立刻最大"",""C"":""只因速度大受力"",""D"":""质量马上变大""},""answer"":""A"",""explain"":""净力决定加速度方向，不直接等于速度大小。""}","{""id"":""C02"",""concept"":""净力与加速度"",""question"":""小车受向前净力时，最直接会怎样？"",""options"":{""A"":""产生向前加速度"",""B"":""速度立刻最大"",""C"":""只因速度大受力"",""D"":""质量马上变大""},""answer"":""A"",""explain"":""净力决定加速度方向，不直接等于速度大小。""}",GPT.txt
GPT_C_C03,OpenAI GPT,OpenAI GPT,C,Physics,C03,牛顿第三定律,"{""id"":""C03"",""concept"":""牛顿第三定律"",""question"":""你用手推墙时，墙会怎样？"",""options"":{""A"":""反推你的手"",""B"":""完全不施力"",""C"":""只受你的力"",""D"":""施力一定更小""},""answer"":""A"",""explain"":""相互作用力大小相等、方向相反。""}","{""id"":""C03"",""concept"":""牛顿第三定律"",""question"":""你用手推墙时，墙会怎样？"",""options"":{""A"":""反推你的手"",""B"":""完全不施力"",""C"":""只受你的力"",""D"":""施力一定更小""},""answer"":""A"",""explain"":""相互作用力大小相等、方向相反。""}","{""id"":""C03"",""concept"":""牛顿第三定律"",""question"":""你用手推墙时，墙会怎样？"",""options"":{""A"":""反推你的手"",""B"":""完全不施力"",""C"":""只受你的力"",""D"":""施力一定更小""},""answer"":""A"",""explain"":""相互作用力大小相等、方向相反。""}",GPT.txt
GPT_C_C04,OpenAI GPT,OpenAI GPT,C,Physics,C04,抛体运动,"{""id"":""C04"",""concept"":""抛体运动"",""question"":""忽略空气，水平抛出的球水平速度怎样？"",""options"":{""A"":""基本保持不变"",""B"":""会越来越快"",""C"":""由重力向前拉"",""D"":""马上变为零""},""answer"":""A"",""explain"":""水平无净力时，水平速度可保持不变。""}","{""id"":""C04"",""concept"":""抛体运动"",""question"":""忽略空气，水平抛出的球水平速度怎样？"",""options"":{""A"":""基本保持不变"",""B"":""会越来越快"",""C"":""由重力向前拉"",""D"":""马上变为零""},""answer"":""A"",""explain"":""水平无净力时，水平速度可保持不变。""}","{""id"":""C04"",""concept"":""抛体运动"",""question"":""忽略空气，水平抛出的球水平速度怎样？"",""options"":{""A"":""基本保持不变"",""B"":""会越来越快"",""C"":""由重力向前拉"",""D"":""马上变为零""},""answer"":""A"",""explain"":""水平无净力时，水平速度可保持不变。""}",GPT.txt
GPT_C_C05,OpenAI GPT,OpenAI GPT,C,Physics,C05,圆周运动,"{""id"":""C05"",""concept"":""圆周运动"",""question"":""物体做匀速圆周运动时，力主要指向哪里？"",""options"":{""A"":""圆心方向"",""B"":""圆外方向"",""C"":""运动反方向"",""D"":""没有任何力""},""answer"":""A"",""explain"":""向心力指向圆心，用来改变速度方向。""}","{""id"":""C05"",""concept"":""圆周运动"",""question"":""物体做匀速圆周运动时，力主要指向哪里？"",""options"":{""A"":""圆心方向"",""B"":""圆外方向"",""C"":""运动反方向"",""D"":""没有任何力""},""answer"":""A"",""explain"":""向心力指向圆心，用来改变速度方向。""}","{""id"":""C05"",""concept"":""圆周运动"",""question"":""物体做匀速圆周运动时，力主要指向哪里？"",""options"":{""A"":""圆心方向"",""B"":""圆外方向"",""C"":""运动反方向"",""D"":""没有任何力""},""answer"":""A"",""explain"":""向心力指向圆心，用来改变速度方向。""}",GPT.txt
GPT_C_C06,OpenAI GPT,OpenAI GPT,C,Physics,C06,摩擦力与运动,"{""id"":""C06"",""concept"":""摩擦力与运动"",""question"":""人走路向前，地面对脚的摩擦力怎样？"",""options"":{""A"":""可向前推动人"",""B"":""总是向后阻碍"",""C"":""一定等于零"",""D"":""只在空中存在""},""answer"":""A"",""explain"":""摩擦力方向取决于相对运动趋势。""}","{""id"":""C06"",""concept"":""摩擦力与运动"",""question"":""人走路向前，地面对脚的摩擦力怎样？"",""options"":{""A"":""可向前推动人"",""B"":""总是向后阻碍"",""C"":""一定等于零"",""D"":""只在空中存在""},""answer"":""A"",""explain"":""摩擦力方向取决于相对运动趋势。""}","{""id"":""C06"",""concept"":""摩擦力与运动"",""question"":""人走路向前，地面对脚的摩擦力怎样？"",""options"":{""A"":""可向前推动人"",""B"":""总是向后阻碍"",""C"":""一定等于零"",""D"":""只在空中存在""},""answer"":""A"",""explain"":""摩擦力方向取决于相对运动趋势。""}",GPT.txt
GPT_C_C07,OpenAI GPT,OpenAI GPT,C,Chemistry,C07,质量守恒,"{""id"":""C07"",""concept"":""质量守恒"",""question"":""密闭瓶中反应冒气泡，总质量会怎样？"",""options"":{""A"":""保持不变"",""B"":""气体质量消失"",""C"":""一定会变轻"",""D"":""气泡没有质量""},""answer"":""A"",""explain"":""封闭系统中，反应前后总质量守恒。""}","{""id"":""C07"",""concept"":""质量守恒"",""question"":""密闭瓶中反应冒气泡，总质量会怎样？"",""options"":{""A"":""保持不变"",""B"":""气体质量消失"",""C"":""一定会变轻"",""D"":""气泡没有质量""},""answer"":""A"",""explain"":""封闭系统中，反应前后总质量守恒。""}","{""id"":""C07"",""concept"":""质量守恒"",""question"":""密闭瓶中反应冒气泡，总质量会怎样？"",""options"":{""A"":""保持不变"",""B"":""气体质量消失"",""C"":""一定会变轻"",""D"":""气泡没有质量""},""answer"":""A"",""explain"":""封闭系统中，反应前后总质量守恒。""}",GPT.txt
GPT_C_C08,OpenAI GPT,OpenAI GPT,C,Chemistry,C08,物质微粒观,"{""id"":""C08"",""concept"":""物质微粒观"",""question"":""香水味扩散到全班，说明什么？"",""options"":{""A"":""微粒在运动"",""B"":""空气没有微粒"",""C"":""香味自己变大"",""D"":""物质完全连续""},""answer"":""A"",""explain"":""物质由微粒构成，微粒不断运动。""}","{""id"":""C08"",""concept"":""物质微粒观"",""question"":""香水味扩散到全班，说明什么？"",""options"":{""A"":""微粒在运动"",""B"":""空气没有微粒"",""C"":""香味自己变大"",""D"":""物质完全连续""},""answer"":""A"",""explain"":""物质由微粒构成，微粒不断运动。""}","{""id"":""C08"",""concept"":""物质微粒观"",""question"":""香水味扩散到全班，说明什么？"",""options"":{""A"":""微粒在运动"",""B"":""空气没有微粒"",""C"":""香味自己变大"",""D"":""物质完全连续""},""answer"":""A"",""explain"":""物质由微粒构成，微粒不断运动。""}",GPT.txt
GPT_C_C09,OpenAI GPT,OpenAI GPT,C,Chemistry,C09,相变,"{""id"":""C09"",""concept"":""相变"",""question"":""冰融化成水，主要发生了什么？"",""options"":{""A"":""状态改变"",""B"":""生成新物质"",""C"":""分子消失"",""D"":""水变成空气""},""answer"":""A"",""explain"":""相变通常只改变状态，不产生新物质。""}","{""id"":""C09"",""concept"":""相变"",""question"":""冰融化成水，主要发生了什么？"",""options"":{""A"":""状态改变"",""B"":""生成新物质"",""C"":""分子消失"",""D"":""水变成空气""},""answer"":""A"",""explain"":""相变通常只改变状态，不产生新物质。""}","{""id"":""C09"",""concept"":""相变"",""question"":""冰融化成水，主要发生了什么？"",""options"":{""A"":""状态改变"",""B"":""生成新物质"",""C"":""分子消失"",""D"":""水变成空气""},""answer"":""A"",""explain"":""相变通常只改变状态，不产生新物质。""}",GPT.txt
GPT_C_C10,OpenAI GPT,OpenAI GPT,C,Chemistry,C10,化学反应与物理变化,"{""id"":""C10"",""concept"":""化学反应与物理变化"",""question"":""判断化学反应的关键是什么？"",""options"":{""A"":""是否生成新物质"",""B"":""形状是否改变"",""C"":""颜色一定改变"",""D"":""体积一定变大""},""answer"":""A"",""explain"":""化学反应的核心是生成了新物质。""}","{""id"":""C10"",""concept"":""化学反应与物理变化"",""question"":""判断化学反应的关键是什么？"",""options"":{""A"":""是否生成新物质"",""B"":""形状是否改变"",""C"":""颜色一定改变"",""D"":""体积一定变大""},""answer"":""A"",""explain"":""化学反应的核心是生成了新物质。""}","{""id"":""C10"",""concept"":""化学反应与物理变化"",""question"":""判断化学反应的关键是什么？"",""options"":{""A"":""是否生成新物质"",""B"":""形状是否改变"",""C"":""颜色一定改变"",""D"":""体积一定变大""},""answer"":""A"",""explain"":""化学反应的核心是生成了新物质。""}",GPT.txt
GPT_C_C11,OpenAI GPT,OpenAI GPT,C,Chemistry,C11,化学键,"{""id"":""C11"",""concept"":""化学键"",""question"":""化学键更接近哪种理解？"",""options"":{""A"":""电子作用形成联系"",""B"":""原子间小棍"",""C"":""胶水粘住原子"",""D"":""原子互相吞并""},""answer"":""A"",""explain"":""化学键来自原子间的电子相互作用。""}","{""id"":""C11"",""concept"":""化学键"",""question"":""化学键更接近哪种理解？"",""options"":{""A"":""电子作用形成联系"",""B"":""原子间小棍"",""C"":""胶水粘住原子"",""D"":""原子互相吞并""},""answer"":""A"",""explain"":""化学键来自原子间的电子相互作用。""}","{""id"":""C11"",""concept"":""化学键"",""question"":""化学键更接近哪种理解？"",""options"":{""A"":""电子作用形成联系"",""B"":""原子间小棍"",""C"":""胶水粘住原子"",""D"":""原子互相吞并""},""answer"":""A"",""explain"":""化学键来自原子间的电子相互作用。""}",GPT.txt
GPT_C_C12,OpenAI GPT,OpenAI GPT,C,Chemistry,C12,溶液浓度与稀释,"{""id"":""C12"",""concept"":""溶液浓度与稀释"",""question"":""给糖水加水后，通常不变的是什么？"",""options"":{""A"":""溶质总量"",""B"":""溶液浓度"",""C"":""甜味强弱"",""D"":""水的质量""},""answer"":""A"",""explain"":""未取出糖时，加水只会降低浓度。""}","{""id"":""C12"",""concept"":""溶液浓度与稀释"",""question"":""给糖水加水后，通常不变的是什么？"",""options"":{""A"":""溶质总量"",""B"":""溶液浓度"",""C"":""甜味强弱"",""D"":""水的质量""},""answer"":""A"",""explain"":""未取出糖时，加水只会降低浓度。""}","{""id"":""C12"",""concept"":""溶液浓度与稀释"",""question"":""给糖水加水后，通常不变的是什么？"",""options"":{""A"":""溶质总量"",""B"":""溶液浓度"",""C"":""甜味强弱"",""D"":""水的质量""},""answer"":""A"",""explain"":""未取出糖时，加水只会降低浓度。""}",GPT.txt
